DiagnosisCode,Description,AutoReject,ICDType,MinorClaims
6356,LEGALLY INDUCED ABORTION COMPLICATED BY EMBOLISM,Y,9,N
6357,LEGALLY INDUCED ABORTION WITH OTHER SPECIFIED COMPLICATIONS,Y,9,N
6358,LEGALLY INDUCED ABORTION WITH UNSPECIFIED COMPLICATION,Y,9,N
6359,LEGALLY INDUCED ABORTION WITHOUT MENTION OF COMPLICATION,Y,9,N
6360,ILLEGAL ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION,Y,9,N
6361,ILLEGAL ABORTION COMPLICATED BY DELAYED OR EXCESSIVE HEMORRHAGE,Y,9,N
6362,ILLEGAL ABORTION COMPLICATED BY DAMAGE TO PELVIC ORGANS OR TISSUES,Y,9,N
6363,ILLEGAL ABORTION COMPLICATED BY RENAL FAILURE,Y,9,N
6364,ILLEGAL ABORTION COMPLICATED BY METABOLIC DISORDER,Y,9,N
6365,ILLEGAL ABORTION COMPLICATED BY SHOCK,Y,9,N
6366,ILLEGAL ABORTION COMPLICATED BY EMBOLISM,Y,9,N
6367,ILLEGAL ABORTION WITH OTHER SPECIFIED COMPLICATIONS,Y,9,N
6368,ILLEGAL ABORTION WITH UNSPECIFIED COMPLICATION,Y,9,N
6369,ILLEGAL ABORTION WITHOUT MENTION OF COMPLICATION,Y,9,N
6370,UNSPECIFIED ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC INFEC,Y,9,N
6371,UNSPECIFIED ABORTION COMPLICATED BY DELAYED OR EXCESSIVE HEMORRHAG,Y,9,N
6372,UNSPECIFIED ABORTION COMPLICATED BY DAMAGE TO PELVIC ORGANS OR TIS,Y,9,N
6373,UNSPECIFIED ABORTION COMPLICATED BY RENAL FAILURE,Y,9,N
6374,UNSPECIFIED ABORTION COMPLICATED BY METABOLIC DISORDER,Y,9,N
6375,UNSPECIFIED ABORTION COMPLICATED BY SHOCK,Y,9,N
6376,UNSPECIFIED ABORTION COMPLICATED BY EMBOLISM,Y,9,N
6377,UNSPECIFIED ABORTION WITH OTHER SPECIFIED COMPLICATIONS,Y,9,N
6378,UNSPECIFIED ABORTION WITH UNSPECIFIED COMPLICATION,Y,9,N
6379,UNSPECIFIED ABORTION WITHOUT MENTION OF COMPLICATION,Y,9,N
6380,FAILED ATTEMPTED ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC,Y,9,N
6670,RETAINED PLACENTA WITHOUT HEMORRHAGE,Y,9,N
6671,"RETAINED PORTIONS OF PLACENTA OR MEMBRANES, WITHOUT HEMORRHAGE",Y,9,N
6680,PULMONARY COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR A,Y,9,N
6681,CARDIAC COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND,Y,9,N
6682,CENTRAL NERVOUS SYSTEM COMPLICATIONS OF ANESTHESIA OR OTHER SEDATI,Y,9,N
6688,OTHER COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND D,Y,9,N
6689,UNSPECIFIED COMPLICATION OF ANESTHESIA OR OTHER SEDATION IN LABOR,Y,9,N
6690,MATERNAL DISTRESS,Y,9,N
6691,OBSTETRIC SHOCK,Y,9,N
6692,MATERNAL HYPOTENSION SYNDROME,Y,9,N
6693,ACUTE RENAL FAILURE FOLLOWING LABOR AND DELIVERY,Y,9,N
6694,OTHER COMPLICATIONS OF OBSTETRICAL SURGERY AND PROCEDURES,Y,9,N
6695,FORCEPS OR VACUUM EXTRACTOR DELIVERY WITHOUT MENTION OF INDICATION,Y,9,N
6696,"BREECH EXTRACTION, WITHOUT MENTION OF INDICATION",Y,9,N
6697,"CESAREAN DELIVERY, WITHOUT MENTION OF INDICATION",Y,9,N
6698,OTHER COMPLICATIONS OF LABOR AND DELIVERY,Y,9,N
6699,UNSPECIFIED COMPLICATION OF LABOR AND DELIVERY,Y,9,N
6700,MAJOR PUERPERAL INFECTION,N,9,N
6710,VARICOSE VEINS OF LEGS IN PREGNANCY AND THE PUERPERIUM,N,9,N
6711,VARICOSE VEINS OF VULVA AND PERINEUM IN PREGNANCY AND THE PUERPERI,N,9,N
6712,SUPERFICIAL THROMBOPHLEBITIS IN PREGNANCY AND THE PUERPERIUM,N,9,N
6713,"DEEP PHLEBOTHROMBOSIS, ANTEPARTUM",N,9,N
6714,"DEEP PHLEBOTHROMBOSIS, POSTPARTUM",N,9,N
6715,OTHER PHLEBITIS AND THROMBOSIS IN PREGNANCY AND THE PUERPERIUM,N,9,N
6718,OTHER VENOUS COMPLICATIONS IN PREGNANCY AND THE PUERPERIUM,N,9,N
6719,UNSPECIFIED VENOUS COMPLICATION IN PREGNANCY AND THE PUEPERIUM,N,9,N
6720,PYREXIA OF UNKNOWN ORIGIN DURING THE PUERPERIUM,N,9,N
6730,OBSTETRICAL AIR EMBOLISM,N,9,N
6731,AMNIOTIC FLUID EMBOLISM,N,9,N
6732,OBSTETRICAL BLOOD-CLOT EMBOLISM,N,9,N
6733,OBSTETRICAL PYEMIC AND SEPTIC EMBOLISM,N,9,N
6738,OTHER OBSTETRICAL PULMONARY EMBOLISM,N,9,N
6740,CEREBROVASCULAR DISORDERS IN THE PUERPERIUM,N,9,N
6741,DISRUPTION OF CESAREAN WOUND,N,9,N
6742,DISRUPTION OF OBSTETRICAL PERINEAL WOUND,N,9,N
6743,OTHER COMPLICATIONS OF OBSTETRICAL SURGICAL WOUNDS,N,9,N
6744,PLACENTAL POLYP,N,9,N
6748,OTHER COMPLICATIONS OF THE PUERPERIUM,N,9,N
6749,UNSPECIFIED COMPLICATIONS OF THE PUERPERIUM,N,9,N
6750,INFECTIONS OF NIPPLE ASSOCIATED WITH CHILDBIRTH,N,9,N
6751,ABSCESS OF BREAST ASSOCIATED WITH CHILDBIRTH,N,9,N
6752,NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH,N,9,N
6758,OTHER SPECIFIED INFECTIONS OF THE BREAST AND NIPPLE ASSOCIATED WIT,N,9,N
6759,UNSPECIFIED INFECTION OF THE BREAST AND NIPPLE ASSOCIATED WITH CHI,N,9,N
6760,RETRACTED NIPPLE ASSOCIATED WITH CHILDBIRTH,N,9,N
6761,CRACKED NIPPLE ASSOCIATED WITH CHILDBIRTH,N,9,N
6762,ENGORGEMENT OF BREASTS ASSOCIATED WITH CHILDBIRTH,N,9,N
6763,OTHER AND UNSPECIFIED DISORDER OF BREAST ASSOCIATED WITH CHILDBIRT,N,9,N
6764,FAILURE OF LACTATION,N,9,N
6765,SUPPRESSED LACTATION,N,9,N
6766,GALACTORRHEA,N,9,N
6768,OTHER DISORDERS OF LACTATION,N,9,N
6769,UNSPECIFIED DISORDER OF LACTATION,N,9,N
6800,CARBUNCLE AND FURUNCLE OF FACE,N,9,N
6801,CARBUNCLE AND FURUNCLE OF NECK,N,9,N
6802,CARBUNCLE AND FURUNCLE OF TRUNK,N,9,N
6803,CARBUNCLE AND FURUNCLE OF UPPER ARM AND FOREARM,N,9,N
6804,CARBUNCLE AND FURUNCLE OF HAND,N,9,N
6805,CARBUNCLE AND FURUNCLE OF BUTTOCK,N,9,N
6806,"CARBUNCLE AND FURUNCLE OF LEG, EXCEPT FOOT",N,9,N
6807,CARBUNCLE AND FURUNCLE OF FOOT,N,9,N
6808,CARBUNCLE AND FURUNCLE OF OTHER SPECIFIED SITES,N,9,N
6809,CARBUNCLE AND FURUNCLE OF UNSPECIFIED SITE,N,9,N
6810,CELLULITIS AND ABSCESS OF FINGER,N,9,N
6811,CELLULITIS AND ABSCESS OF TOE,N,9,N
6819,CELLULITIS AND ABSCESS OF UNSPECIFIED DIGIT,N,9,N
6820,CELLULITIS AND ABSCESS OF FACE,N,9,N
6821,CELLULITIS AND ABSCESS OF NECK,N,9,N
6822,CELLULITIS AND ABSCESS OF TRUNK,N,9,N
7684,"FETAL DISTRESS, NOT STATED WHETHER FIRST NOTED BEFORE OR AFTER ONS",N,9,N
7766,ANEMIA OF PREMATURITY,Y,9,N
7767,TRANSIENT NEONATAL NEUTROPENIA,Y,9,N
7768,OTHER SPECIFIED TRANSIENT HEMATOLOGICAL DISORDERS OF FETUS OR NEWB,Y,9,N
7769,UNSPECIFIED HEMATOLOGICAL DISORDER SPECIFIC TO FETUS OR NEWBORN,Y,9,N
7771,MECONIUM OBSTRUCTION IN FETUS OR NEWBORN,N,9,N
7772,INTESTINAL OBSTRUCTION IN NEWBORN DUE TO INSPISSATED MILK,N,9,N
7773,HEMATEMESIS AND MELENA OF NEWBORN DUE TO SWALLOWED MATERNAL BLOOD,N,9,N
7774,TRANSITORY ILEUS OF NEWBORN,N,9,N
7775,NECROTIZING ENTEROCOLITIS IN FETUS OR NEWBORN,N,9,N
7776,PERINATAL INTESTINAL PERFORATION,N,9,N
7778,OTHER SPECIFIED PERINATAL DISORDERS OF DIGESTIVE SYSTEM,N,9,N
7779,UNSPECIFIED PERINATAL DISORDER OF DIGESTIVE SYSTEM,N,9,N
7780,HYDROPS FETALIS NOT DUE TO ISOIMMUNIZATION,Y,9,N
7781,SCLEREMA NEONATORUM,Y,9,N
7782,COLD INJURY SYNDROME OF NEWBORN,Y,9,N
7783,OTHER HYPOTHERMIA OF NEWBORN,Y,9,N
7784,OTHER DISTURBANCES OF TEMPERATURE REGULATION OF NEWBORN,Y,9,N
7785,OTHER AND UNSPECIFIED EDEMA OF NEWBORN,Y,9,N
7786,CONGENITAL HYDROCELE,Y,9,N
7787,BREAST ENGORGEMENT IN NEWBORN,Y,9,N
7788,Other specified conditions involving the integument of fetus and newborn,Y,9,N
7789,Unspecified condition involving the integument and temperature regulation of fetus and newborn,Y,9,N
7790,CONVULSIONS IN NEWBORN,N,9,N
7791,OTHER AND UNSPECIFIED CEREBRAL IRRITABILITY IN NEWBORN,N,9,N
7792,"CEREBRAL DEPRESSION, COMA, AND OTHER ABNORMAL CEREBRAL SIGNS IN FE",N,9,N
7793,FEEDING PROBLEMS IN NEWBORN,N,9,N
7794,DRUG REACTIONS AND INTOXICATIONS SPECIFIC TO NEWBORN,N,9,N
7795,DRUG WITHDRAWAL SYNDROME IN NEWBORN,N,9,N
7796,TERMINATION OF PREGNANCY (FETUS),N,9,N
7798,OTHER SPECIFIED CONDITIONS ORIGINATING IN THE PERINATAL PERIOD,N,9,N
7799,UNSPECIFIED CONDITION ORIGINATING IN THE PERINATAL PERIOD,N,9,N
7800,COMA AND STUPOR,N,9,N
7801,HALLUCINATIONS,N,9,N
7802,SYNCOPE AND COLLAPSE,N,9,N
7803,CONVULSIONS,N,9,N
7804,DIZZINESS AND GIDDINESS,N,9,N
7805,SLEEP DISTURBANCES,N,9,N
7806,PYREXIA OF UNKNOWN ORIGIN,N,9,N
7807,MALAISE AND FATIGUE,N,9,N
7808,HYPERHIDROSIS,N,9,N
7809,OTHER GENERAL SYMPTOMS,N,9,N
7810,ABNORMAL INVOLUNTARY MOVEMENTS,N,9,N
7811,DISTURBANCES OF SENSATION OF SMELL AND TASTE,N,9,N
7812,ABNORMALITY OF GAIT,N,9,N
7813,LACK OF COORDINATION,N,9,N
7814,TRANSIENT PARALYSIS OF LIMB,N,9,N
7815,CLUBBING OF FINGERS,N,9,N
7816,MENINGISMUS,N,9,N
7817,TETANY,N,9,N
7819,OTHER SYMPTOMS INVOLVING NERVOUS AND MUSCULOSKELETAL SYSTEMS,N,9,N
7820,DISTURBANCE OF SKIN SENSATION,N,9,N
7821,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,N,9,N
7822,"LOCALIZED SUPERFICIAL SWELLING, MASS, OR LUMP",N,9,N
7823,EDEMA,N,9,N
7824,"JAUNDICE, UNSPECIFIED, NOT OF NEWBORN",N,9,N
7825,CYANOSIS,N,9,N
7826,PALLOR AND FLUSHING,N,9,N
7827,SPONTANEOUS ECCHYMOSES,N,9,N
7828,CHANGES IN SKIN TEXTURE,N,9,N
7829,OTHER SYMPTOMS INVOLVING SKIN AND INTEGUMENTARY TISSUES,N,9,N
7830,ANOREXIA,N,9,N
7831,ABNORMAL WEIGHT GAIN,N,9,N
7832,ABNORMAL LOSS OF WEIGHT,N,9,N
7833,FEEDING DIFFICULTIES AND MISMANAGEMENT,N,9,N
7834,LACK OF EXPECTED NORMAL PHYSIOLOGICAL DEVELOPMENT,N,9,N
7835,POLYDIPSIA,N,9,N
7836,POLYPHAGIA,N,9,N
7839,"OTHER SYMPTOMS CONCERNING NUTRITION, METABOLISM, AND DEVELOPMENT",N,9,N
7840,HEADACHE,N,9,N
7841,THROAT PAIN,N,9,N
7842,"SWELLING, MASS, OR LUMP IN HEAD AND NECK",N,9,N
7843,APHASIA,N,9,N
7844,VOICE DISTURBANCE,N,9,N
7845,OTHER SPEECH DISTURBANCE,N,9,N
7846,OTHER SYMBOLIC DYSFUNCTION,N,9,N
7847,EPISTAXIS,N,9,N
7848,HEMORRHAGE FROM THROAT,N,9,N
7849,OTHER SYMPTOMS INVOLVING HEAD AND NECK,N,9,N
7850,"TACHYCARDIA, UNSPECIFIED",N,9,N
7851,PALPITATIONS,N,9,N
7852,FUNCTIONAL AND UNDIAGNOSED CARDIAC MURMURS,N,9,N
7853,OTHER ABNORMAL HEART SOUNDS,N,9,N
7854,GANGRENE,N,9,N
7855,SHOCK WITHOUT MENTION OF TRAUMA,N,9,N
7856,ENLARGEMENT OF LYMPH NODES,N,9,N
7859,OTHER SYMPTOMS INVOLVING CARDIOVASCULAR SYSTEM,N,9,N
7860,DYSPNEA AND RESPIRATORY ABNORMALITIES,N,9,N
7861,STRIDOR,N,9,N
7862,COUGH,N,9,N
7863,HEMOPTYSIS,N,9,N
7864,ABNORMAL SPUTUM,N,9,N
7865,CHEST PAIN,N,9,N
7866,"SWELLING, MASS, OR LUMP IN CHEST",N,9,N
7867,ABNORMAL CHEST SOUNDS,N,9,N
7868,HICCOUGH,N,9,N
7869,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,N,9,N
7870,NAUSEA AND VOMITING,N,9,N
7871,HEARTBURN,N,9,N
7872,DYSPHAGIA,N,9,N
7873,"FLATULENCE, ERUCTATION, AND GAS PAIN",N,9,N
7874,VISIBLE PERISTALSIS,N,9,N
7875,ABNORMAL BOWEL SOUNDS,N,9,N
7876,INCONTINENCE OF FECES,N,9,N
7877,ABNORMAL FECES,N,9,N
7879,OTHER SYMPTOMS INVOLVING DIGESTIVE SYSTEM,N,9,N
7880,RENAL COLIC,N,9,N
7881,DYSURIA,N,9,N
7882,RETENTION OF URINE,N,9,N
7883,INCONTINENCE OF URINE,N,9,N
7884,FREQUENCY OF URINATION AND POLYURIA,N,9,N
7885,OLIGURIA AND ANURIA,N,9,N
7886,OTHER ABNORMALITY OF URINATION,N,9,N
7887,URETHRAL DISCHARGE,N,9,N
7888,EXTRAVASATION OF URINE,N,9,N
7889,OTHER SYMPTOMS INVOLVING URINARY SYSTEM,N,9,N
7889,OTHER SPECIFIED DISEASES DUE TO VIRUSES AND CHLAMYDIAE,N,9,N
7890,ABDOMINAL PAIN,N,9,N
7891,HEPATOMEGALY,N,9,N
7892,SPLENOMEGALY,N,9,N
7893,"ABDOMINAL OR PELVIC SWELLING, MASS, OR LUMP",N,9,N
7894,ABDOMINAL RIGIDITY,N,9,N
7895,ASCITES,N,9,N
7899,OTHER SYMPTOMS INVOLVING ABDOMEN AND PELVIS,N,9,N
7900,ABNORMALITY OF RED BLOOD CELLS,N,9,N
7901,ELEVATED SEDIMENTATION RATE,N,9,N
7902,ABNORMAL GLUCOSE TOLERANCE TEST,N,9,N
7903,EXCESSIVE BLOOD LEVEL OF ALCOHOL,N,9,N
7904,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEH,N,9,N
7905,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,N,9,N
7906,OTHER ABNORMAL BLOOD CHEMISTRY,N,9,N
7907,UNSPECIFIED BACTEREMIA,N,9,N
7908,UNSPECIFIED VIREMIA,N,9,N
7909,OTHER NONSPECIFIC FINDINGS ON EXAMINATION OF BLOOD,N,9,N
7910,PROTEINURIA,N,9,N
7911,CHYLURIA,N,9,N
7912,HEMOGLOBINURIA,N,9,N
7913,MYOGLOBINURIA,N,9,N
7914,BILIURIA,N,9,N
7915,GLYCOSURIA,N,9,N
7916,ACETONURIA,N,9,N
7917,OTHER CELLS AND CASTS IN URINE,N,9,N
7919,OTHER NONSPECIFIC FINDINGS ON EXAMINATION OF URINE,N,9,N
7920,NONSPECIFIC ABNORMAL FINDINGS IN CEREBROSPINAL FLUID,N,9,N
7921,NONSPECIFIC ABNORMAL FINDINGS IN STOOL CONTENTS,N,9,N
7922,NONSPECIFIC ABNORMAL FINDINGS IN SEMEN,N,9,N
7923,NONSPECIFIC ABNORMAL FINDINGS IN AMNIOTIC FLUID,N,9,N
7924,NONSPECIFIC ABNORMAL FINDINGS IN SALIVA,N,9,N
7929,OTHER NONSPECIFIC ABNORMAL FINDINGS IN BODY SUBSTANCES,N,9,N
7930,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7931,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7932,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7933,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7934,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7935,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7936,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7937,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7938,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7939,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATIO,N,9,N
7940,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF BRAIN AND CENTRA,N,9,N
7941,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF PERIPHERAL NERVO,N,9,N
7942,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF PULMONARY SYSTEM,N,9,N
7943,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF CARDIOVASCULAR S,N,9,N
7944,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF KIDNEY,N,9,N
7945,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF THYROID,N,9,N
7946,NONSPECIFIC ABNORMAL RESULTS OF OTHER ENDOCRINE FUNCTION STUDY,N,9,N
7947,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF BASAL METABOLISM,N,9,N
7948,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF LIVER,N,9,N
7949,NONSPECIFIC ABNORMAL RESULTS OF OTHER SPECIFIED FUNCTION STUDY,N,9,N
7950,NONSPECIFIC ABNORMAL PAPANICOLAOU SMEAR OF CERVIX,N,9,N
7951,NONSPECIFIC ABNORMAL PAPANICOLAOU SMEAR OF OTHER SITE,N,9,N
7952,NONSPECIFIC ABNORMAL FINDINGS ON CHROMOSOMAL ANALYSIS,N,9,N
7953,NONSPECIFIC POSITIVE CULTURE FINDINGS,N,9,N
7954,OTHER NONSPECIFIC ABNORMAL HISTOLOGICAL FINDINGS,N,9,N
7955,NONSPECIFIC REACTION TO TUBERCULIN TEST,N,9,N
7956,FALSE POSITIVE SEROLOGICAL TEST FOR SYPHILIS,N,9,N
7957,OTHER NONSPECIFIC IMMUNOLOGICAL FINDINGS,N,9,N
7960,NONSPECIFIC ABNORMAL TOXICOLOGICAL FINDINGS,N,9,N
7961,ABNORMAL REFLEX,N,9,N
7962,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION,N,9,N
7963,NONSPECIFIC LOW BLOOD PRESSURE READING,N,9,N
7964,OTHER ABNORMAL CLINICAL FINDINGS,N,9,N
7969,OTHER NONSPECIFIC ABNORMAL FINDINGS,N,9,N
7970,SENILITY WITHOUT MENTION OF PSYCHOSIS,N,9,N
7980,SUDDEN INFANT DEATH SYNDROME,N,9,N
7981,INSTANTANEOUS DEATH,N,9,N
7982,"DEATH OCCURRING IN LESS THAN 24 HOURS FROM ONSET OF SYMPTOMS, NOT",N,9,N
7989,UNATTENDED DEATH,N,9,N
7990,ASPHYXIA,N,9,N
7991,RESPIRATORY FAILURE,N,9,N
7992,NERVOUSNESS,N,9,N
7993,"DEBILITY, UNSPECIFIED",N,9,N
7994,CACHEXIA,N,9,N
7998,OTHER ILL-DEFINED CONDITIONS,N,9,N
7999,OTHER UNKNOWN AND UNSPECIFIED CAUSE OF MORBIDITY OR MORTALITY,N,9,N
8000,CLOSED FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL,N,9,N
8001,CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CON,N,9,N
8002,"CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND",N,9,N
8003,CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRA,N,9,N
8004,CLOSED FRACTURE OF VAULT OF SKULL WITH INTERCRANIAL INJURY OF OTHE,N,9,N
8005,OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRA- CRANIAL,N,9,N
8006,OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTU,N,9,N
8007,"OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND E",N,9,N
8008,OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACR,N,9,N
8009,OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER,N,9,N
8010,CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL I,N,9,N
8011,CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONT,N,9,N
8012,"CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND",N,9,N
8013,CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRAC,N,9,N
8014,CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER,N,9,N
8015,OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJ,N,9,N
8016,OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUS,N,9,N
8017,"OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EX",N,9,N
8018,OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRA,N,9,N
8019,OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER A,N,9,N
8020,CLOSED FRACTURE OF NASAL BONES,N,9,N
8021,OPEN FRACTURE OF NASAL BONES,N,9,N
8022,CLOSED FRACTURE OF MANDIBLE,N,9,N
8023,OPEN FRACTURE OF MANDIBLE,N,9,N
8024,CLOSED FRACTURE OF MALAR AND MAXILLARY BONES,N,9,N
8025,OPEN FRACTURE OF MALAR AND MAXILLARY BONES,N,9,N
8026,CLOSED FRACTURE OF ORBITAL FLOOR (BLOW-OUT),N,9,N
8027,OPEN FRACTURE OF ORBITAL FLOOR (BLOW-OUT),N,9,N
8028,CLOSED FRACTURE OF OTHER FACIAL BONES,N,9,N
8029,OPEN FRACTURE OF OTHER FACIAL BONES,N,9,N
